2020-03-26 03:07:32.816 GMT [12464] ���������:  ������� �� ���� ���������: 2020-03-25 12:30:59 GMT
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(coalesce(igv.answer_value),0) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:20:27.491 GMT [2768] ОШИБКА:  функция sum(real, integer) не существует (символ 342)
2020-03-26 10:20:27.491 GMT [2768] ПОДСКАЗКА:  Функция с данными именем и типами аргументов не найдена. Возможно, вам следует добавить явные приведения типов.
2020-03-26 10:20:27.491 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(coalesce(igv.answer_value),0) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:21:36.129 GMT [2768] ОШИБКА:  функция answers(real, integer) не существует (символ 8)
2020-03-26 10:21:36.129 GMT [2768] ПОДСКАЗКА:  Функция с данными именем и типами аргументов не найдена. Возможно, вам следует добавить явные приведения типов.
2020-03-26 10:21:36.129 GMT [2768] ОПЕРАТОР:  SELECT answers(answers.value,0)
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:22:36.397 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "coalesce") (символ 30)
2020-03-26 10:22:36.397 GMT [2768] ОПЕРАТОР:  SELECT 
		all_groups.user_id
		coalesce(answers.value,0) as value
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:22:37.776 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "coalesce") (символ 30)
2020-03-26 10:22:37.776 GMT [2768] ОПЕРАТОР:  SELECT 
		all_groups.user_id
		coalesce(answers.value,0) as value
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:23:30.505 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "coalesce") (символ 70)
2020-03-26 10:23:30.505 GMT [2768] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_group.group_id
		coalesce(answers.value,0) as value
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:23:33.962 GMT [2768] ОШИБКА:  столбец all_groups.interpretation_group_id не существует (символ 696)
2020-03-26 10:23:33.962 GMT [2768] ПОДСКАЗКА:  Возможно, предполагалась ссылка на столбец "all_groups.interpretation_group".
2020-03-26 10:23:33.962 GMT [2768] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_group.group_id,
		coalesce(answers.value,0) as value
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:23:36.282 GMT [2768] ОШИБКА:  столбец all_groups.interpretation_group_id не существует (символ 696)
2020-03-26 10:23:36.282 GMT [2768] ПОДСКАЗКА:  Возможно, предполагалась ссылка на столбец "all_groups.interpretation_group".
2020-03-26 10:23:36.282 GMT [2768] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_group.group_id,
		coalesce(answers.value,0) as value
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:23:40.934 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "coalesce") (символ 68)
2020-03-26 10:23:40.934 GMT [2768] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_group.group_
		coalesce(answers.value,0) as value
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:23:46.574 GMT [2768] ОШИБКА:  таблица "all_group" отсутствует в предложении FROM (символ 50)
2020-03-26 10:23:46.574 GMT [2768] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_group.interpretation_group_id,
		coalesce(answers.value,0) as value
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:23:47.317 GMT [2768] ОШИБКА:  таблица "all_group" отсутствует в предложении FROM (символ 50)
2020-03-26 10:23:47.317 GMT [2768] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_group.interpretation_group_id,
		coalesce(answers.value,0) as value
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:24:23.164 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "coalesce") (символ 131)
2020-03-26 10:24:23.164 GMT [2768] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_groups.interpretation_group_id,
		all_groups.interpretation_group,
		igv.date
		coalesce(answers.value,0) as value
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:24:26.262 GMT [2768] ОШИБКА:  таблица "igv" отсутствует в предложении FROM (символ 121)
2020-03-26 10:24:26.262 GMT [2768] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_groups.interpretation_group_id,
		all_groups.interpretation_group,
		igv.date,
		coalesce(answers.value,0) as value
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:26:38.837 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "coalesce") (символ 154)
2020-03-26 10:26:38.837 GMT [2768] ОПЕРАТОР:  SELECT 
		all_groups.user_id,
		all_groups.login,
		all_groups.interpretation_group_id,
		all_groups.interpretation_group,
		answers.date,
		answers.test_id 
		coalesce(answers.value,0) as value
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:29:40.021 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: ")") (символ 368)
2020-03-26 10:29:40.021 GMT [2768] ОПЕРАТОР:  SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:29:40.659 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: ")") (символ 368)
2020-03-26 10:29:40.659 GMT [2768] ОПЕРАТОР:  SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:29:45.514 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: ")") (символ 368)
2020-03-26 10:29:45.514 GMT [2768] ОПЕРАТОР:  SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
